ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
431302,AVERA MISSOURI RIVER HEALTH CENTER,SD,pointer-or-domain-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,http://www.avera.org/cms-hpt.txt,403,2026-09-09T10:07:29.048Z,,https://www.avera.org/app/files/public/5380b4cd-f869-4c7e-87f7-01531b5e668d/460234354_avera-missouri-river-center_standardcharges.csv,206,https://www.avera.org/app/files/public/5380b4cd-f869-4c7e-87f7-01531b5e668d/460234354_avera-missouri-river-center_standardcharges.csv,corroborated,file-name-and-address,Avera Missouri River Health Center,Avera Missouri River Health Center,SD,2026-04-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T13:11:15.334Z,,3c9fd8940e356255d6fee5dee7844913723b737c2db4350ad0c5f701bb5a78dc,,Declared template version 4.0.0 is not a recognized CMS data dictionary version; facility identity and the 2026-04-01 update date are corroborated via browser retrieval.
431310,AVERA FLANDREAU HOSPITAL - CAH,SD,pointer-or-domain-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,http://www.avera.org/cms-hpt.txt,403,2026-09-09T10:07:29.048Z,,https://www.avera.org/app/files/public/1e3c55a9-2dbc-464c-87ba-19e0db01977a/460224743_avera-flandreau-hospital_standardcharges.csv,206,https://www.avera.org/app/files/public/1e3c55a9-2dbc-464c-87ba-19e0db01977a/460224743_avera-flandreau-hospital_standardcharges.csv,corroborated,file-name-and-address,Avera Flandreau Hospital,Avera Flandreau ,SD,2026-04-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T13:11:15.352Z,,e0bee0a59e1dbf5deab7092615b75ff916af5b79fad531eb32573630a3f30867,,Declared template version 4.0.0 is not a recognized CMS data dictionary version; facility identity and the 2026-04-01 update date are corroborated via browser retrieval.
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,SD,pointer-or-domain-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,http://www.avera.org/cms-hpt.txt,403,2026-09-09T10:07:29.048Z,,https://www.avera.org/app/files/public/a1d389d7-460f-4083-a41e-f5e4849e761b/460224604_avera-weskota-memorial-med-center_standardcharges.csv,206,https://www.avera.org/app/files/public/a1d389d7-460f-4083-a41e-f5e4849e761b/460224604_avera-weskota-memorial-med-center_standardcharges.csv,corroborated,file-name-and-address,Avera Weskota Memorial Med Ctr,Avera Weskota Memorial Med Ctr,SD,2026-04-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T13:11:15.375Z,,1f756e724a438612d16bf8ea698077b5c1fc291b8f4cff5eb3164c9277848f8b,,Declared template version 4.0.0 is not a recognized CMS data dictionary version; facility identity and the 2026-04-01 update date are corroborated via browser retrieval.
431327,ST MICHAEL'S HOSPITAL - CAH,SD,pointer-or-domain-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,http://www.avera.org/cms-hpt.txt,403,2026-09-09T10:07:29.048Z,,https://www.avera.org/app/files/public/3de91237-7976-4ad2-bc47-6a294697805e/460225414_st-michaels-hospital_standardcharges.csv,206,https://www.avera.org/app/files/public/3de91237-7976-4ad2-bc47-6a294697805e/460225414_st-michaels-hospital_standardcharges.csv,corroborated,file-name-and-address,St Michael's Hospital,St Michael's ,SD,2026-04-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T13:11:15.392Z,,db9d1e71db15889f4a7b42a77b787a0aae1641757b1b1056ef8eb01835d14bcb,,Declared template version 4.0.0 is not a recognized CMS data dictionary version; facility identity and the 2026-04-01 update date are corroborated via browser retrieval.
440029,WILLIAMSON MEDICAL CENTER,TN,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://williamsonhealth.org/cms-hpt.txt,206,2026-09-09T10:10:15.914Z,,https://williamsonhealth.org/content/uploads/2026/04/621501534_williamson-medical-center_standardcharges.csv,404,https://williamsonhealth.org/content/uploads/2026/08/621501534_williamson-medical-center_standardcharges.csv,corroborated,file-name-and-address,Williamson County Hospital District,Williamson Medical Center,TN,2026-08-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:47:28.502Z,773d505691f1f8fb61004d7300ebb48663d95026498ca135cbd57f8edbc12274,5f89083b42bc00fb22c42075378c1ffbb3d308681f4a05e9f05374cdeef66433,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
440111,METRO NASHVILLE GENERAL HOSPITAL,TN,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://nashvillegeneral.org/cms-hpt.txt,206,2026-09-09T10:10:17.162Z,,https://nashvillegeneral-440111.s3.amazonaws.com/62-1383977_METRO-NASHVILLE-GENERAL-HOSPITAL_standardcharges.csv,206,https://nashvillegeneral-440111.s3.amazonaws.com/62-1383977_METRO-NASHVILLE-GENERAL-HOSPITAL_standardcharges.csv,corroborated,file-name-and-address,METRO NASHVILLE GENERAL HOSPITAL,METRO NASHVILLE GENERAL HOSPITAL,TN,2024-07-01,1.0.0,date-over-365-days,2026-09-09T10:38:12.205Z,3f44447929473883ec668d48daeb9d1842249a13db2beac8748344591cb69019,2e75447bfd4d865895f30e6d1c1ae851d6bdf98bbdc44f0152d94254ab68bedf,,Same declared date 2024-07-01 observed again after the earlier check (2026-09-09T01:50:23.729Z).
440152,REGIONAL ONE HEALTH,TN,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.regionalonehealth.org/cms-hpt.txt,206,2026-09-09T10:38:10.584Z,,https://www.regionalonehealth.org/wp-content/uploads/2024/12/621113169_shelby-county-health-care_standardcharges.csv,206,https://www.regionalonehealth.org/wp-content/uploads/2024/12/621113169_shelby-county-health-care_standardcharges.csv,corroborated,file-name-and-address,Shelby County Health Care Corporation,Regional One Health| Regional One Health Rehabilitation Hospital| Regional One Health Subacute Care,TN,2025-01-06,2.0.0,date-over-365-days,2026-09-09T10:10:39.946Z,a0b1954b7cfc62dfdad3a36af4bc0114d9d79c62cbb5e644229972c76074c249,1b52522e4171a2551cd26f6d919b3178607ec9284fc43596513ed88605eaa59d,,Same declared date 2025-01-06 observed again after the earlier check (2026-09-09T01:50:23.899Z).
440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,pointer-or-domain-review,publisher-issue,automated-file-access-denied,"Browser download attempt, then publisher whitelist request with the recorded denial evidence",https://www.tristarhealth.com/cms-hpt.txt,200,2026-09-09T10:38:11.935Z,,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113737_TRISTAR-CENTENNIAL-MEDICAL-CENTER_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=vdmkLz8lCE1qb%2BnsaFfL8tcI7Gg6B%2B3s%2Fny3TPZ1kqs%3D,403,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113737_TRISTAR-CENTENNIAL-MEDICAL-CENTER_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2026-02-06&sr=c&sig=ks%2BgfAjyEHlZmeP2PYJ%2F9NpMuCoRStjTb2bhIy9Y6LM%3D,corroborated,file-name-and-address,TRISTAR CENTENNIAL MEDICAL CENTER,TRISTAR SPRING HILL ER|TRISTAR CENTENNIAL PARTHENON PAVILION|TRISTAR BELLEVUE FSER|TRISTAR CENTENNIAL MEDICAL CENTER|TRISTAR CENTENNIAL WOMEN'S HOSPITAL|TRISTAR CENTENNIAL CHILDREN'S HOSPITAL,TN,2026-03-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:47:31.658Z,446de3cf157008be2f0695db1758b60c64a9bf909d30ce601459dc019e2b942a,fe026dabf2c99ae34141d60e0a1b26f063fbf5d85e7296676e11049283902aa6,,Automated retrieval denied while the earlier pass corroborated facility identity from this URL; not evidence of a missing file.
450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://unitedregional.org/getContentAsset/87726b46-3db7-42d1-b3d7-11de88ed5834/c204d644-0ccb-43d4-a505-69664b0a9bc3/cms-hpt.txt?language=en,206,2026-09-09T10:10:37.385Z,,https://unitedregional.org/getContentAsset/a128db8c-8ea3-461b-9531-3197f7c0b635/c204d644-0ccb-43d4-a505-69664b0a9bc3/751912147-united-regional-healthcare-system-standardcharges-in.csv?language=en,200,https://unitedregional.org/getContentAsset/a128db8c-8ea3-461b-9531-3197f7c0b635/c204d644-0ccb-43d4-a505-69664b0a9bc3/751912147-united-regional-healthcare-system-standardcharges-in.csv?language=en,corroborated,file-name-and-address,United Regional Health Care System ,United Regional Health Care System ,TX,2025-11-15,2.0.0,date-within-365-days-older-version,2026-09-09T10:10:39.873Z,81628a45e22cd6b8f73e7f8f771c7d35f5e572aaf713c05b2703a31f6a9392e6,c90c0bfbd7993b4c3ea16021ed87a4ea6033940e0ecdc6092e6af73e06e2c5a4,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
450035,ST JOSEPH MEDICAL CENTER,TX,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://sjmctx.org/cms-hpt.txt,200,2026-09-09T10:10:38.235Z,,https://sjmctx.org/pricetransparency/994785298_StJosephMedicalCenter_standardcharges.csv,206,https://sjmctx.org/pricetransparency/994785298_StJosephMedicalCenter_standardcharges.csv,corroborated,file-name-and-address,HSA ST. JOSEPH LLC,St. Joseph Medical Center,TX,2024-12-23,2.0.0,date-over-365-days,2026-09-09T10:10:39.240Z,7bd9cf1a828dcf2a4c88d8234dbff1f56b024a4f48474a32392e2deba44b1e0c,f2a88cb3c51f1bd93fa4f9aa95d8b0f0cb6cfd548039f08d034130f88004035e,,Same declared date 2024-12-23 observed again after the earlier check (2026-09-09T02:31:30.207Z).
450133,MIDLAND MEMORIAL HOSPITAL,TX,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.midlandhealth.org/cms-hpt.txt,200,2026-09-09T10:10:49.621Z,,https://www.midlandhealth.org/Uploads/Public/Documents/Price%20Transparency/751584559_midland-health_standardcharges.csv,404,,,,,,,,,,2026-09-09T10:10:49.682Z,710dad31e59ad6993323f0a418a3e90c1575480eaaa87389dc0a9c8a043c3b2b,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,TX,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.christushealth.org/cms-hpt.txt,206,2026-09-09T10:11:00.913Z,,https://www.christushealth.org/sitecore/service/notfound.aspx,404,https://www.christushealth.org/-/media/christus-health/plan-care/files/bill-pay/machine-readable-files/741109665_santarosaemergencycenteralon_standardcharges.json,mrf-header-does-not-match-unresolved-roster,,Santa Rosa Emergency Center - Alon,Santa Rosa Emergency Center - Alon,TX,2026-01-13,3.0.0,date-within-365-days-version-3,2026-09-09T10:11:13.686Z,549263ce2336f948998e057beb9fe3b9cf461ae701ba913dbb55085c1af6f26d,a878cb63741680a5b3f67d1c184f1aa6e643c07afed544f6a9fbad1811ce5dcb,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
450241,FAITH COMMUNITY HOSPITAL,TX,identity-or-format-review,publisher-issue,file-published-no-machine-pointer,Publisher inquiry: ask the facility to publish a machine-readable pointer (cms-hpt.txt) alongside the file; the file itself is already verified,https://fchtexas.com/cms-hpt.txt,206,2026-09-09T10:11:00.725Z,,https://fchtexas.slicedhealth.io/pricer/38-3850788-1790777696_FaithCommunityHospital_standardcharges.CSV,206,https://fchtexas.slicedhealth.io/pricer/38-3850788-1790777696_FaithCommunityHospital_standardcharges.CSV,corroborated,file-name-and-address,Faith Community Hospital,FaithCommunityHospital|Faith Community Hospital,TX,2026-01-29,3.0.0,date-within-365-days-version-3,2026-09-09T16:09:00.102Z,5639b4ecab037b79a056e74e69d4f62749ce5a99db081bf847cca9bf1f3fd622,9cf9a252f3f9c729d98052b90a4bbbca117e4a8c16121364dc1a519e4af8038b,,"File served on the facility's own site is current (2026-01-29, version 3.0.0) and its header matches the roster facility, but no machine-readable pointer declares it."
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,TX,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://medicalcentersetexas.org/cms-hpt.txt,200,2026-09-09T10:11:01.117Z,,https://medicalcentersetexas.org/pricetransparency/994785659_MedicalCenterSETexas_standardcharges.csv,206,https://medicalcentersetexas.org/pricetransparency/994785659_MedicalCenterSETexas_standardcharges.csv,corroborated,file-name-and-address,HSA PORT ARTHUR LLC,The Medical Center of Southeast Texas,TX,2024-12-26,2.0.0,date-over-365-days,2026-09-09T10:11:01.574Z,f6fdfc605a09ff1b0b5868be7e97de216b864aafb95fd8fe9457dbec14fd1389,0b48b400cfc51f0c7f16cdc0e2c036a891abf2119989523c9f0c09c58a16ef8f,,Same declared date 2024-12-26 observed again after the earlier check (2026-09-09T01:51:07.985Z).
450641,NOCONA GENERAL HOSPITAL,TX,file-access-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,https://noconageneral.com/cms-hpt.txt,206,2026-09-09T10:11:01.194Z,,https://noconageneral.com/wp-content/uploads/2026/03/751368648_nocona-general-hospital_standardcharges-02.26.2026.csv,200,https://noconageneral.com/wp-content/uploads/2026/03/751368648_nocona-general-hospital_standardcharges-02.26.2026.csv,corroborated,file-name-and-address,Nocona General Hospital ,Nocona General Hosptial,TX,2026-02-25,ERSION 4.0,date-within-365-days-version-unverified,2026-09-09T10:11:01.547Z,008082c28e4f20e9496c08b83f6fde8c00e45ce670b9265733f635a18e058b17,db4d3dd5fe71408732a410260a9bb6980bca54811bed817296918978b7129f7e,,Declared template version ERSION 4.0 is not a recognized CMS data dictionary version; facility identity and the 2026-02-25 update date are corroborated.
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,pointer-or-domain-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://ssha.us.com/cms-hpt.txt,206,2026-09-09T10:11:01.645Z,,https://machine-readable-files.com/ssha-pasadena-tx/760600805_Surgery-Specialty-Hospitals-of-America_standardcharges.csv,404,,,,,,,,,,2026-09-09T10:11:01.671Z,6a8ffa242a763e087e46565321d443696cef3d3c724e2998223e0f25ab907c03,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
453301,DRISCOLL CHILDRENS HOSPITAL,TX,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://driscollchildrens.org/cms-hpt.txt,200,2026-09-09T10:11:15.384Z,,https://driscollchildrens.org/wp-content/uploads/742577746-1548286172_Driscoll-Childrens-Hospital_standardcharges.csv,206,https://driscollchildrens.org/wp-content/uploads/742577746-1548286172_Driscoll-Childrens-Hospital_standardcharges.csv,corroborated,file-name-and-address,Driscoll Children’s Hospital,Driscoll Children’s Hospital|Driscoll Children's Hospital (Main Campus and Neonatal Care Center),TX,2025-10-06,2.0.0,date-within-365-days-older-version,2026-09-09T10:11:15.744Z,36bdac1a49d1ba07ebeeb7dc268682f9c52129e27df9ed30b0f66b81a53f4bb3,f055a2dca0356199495520d9733c9fb74e8317a928c37876414091beb0ded2cb,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
454129,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,TX,publisher-date-review,publisher-issue,automated-file-access-denied,"Browser download attempt, then publisher whitelist request with the recorded denial evidence",https://auroraarizona.com/cms-hpt.txt,403,2026-09-09T10:11:15.481Z,,https://www.georgetownbehavioral.com/sites/default/files/462465087_Georgetown%20Behavioral%20Insitute_Standardcharges.csv,403,,,,,,,,,,2026-09-09T10:11:15.485Z,,,,Automated retrieval denied while the earlier pass corroborated facility identity from this URL; not evidence of a missing file.
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,TX,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://www.sanantoniobehavioral.com/cms-hpt.txt,206,2026-09-09T10:11:15.942Z,,https://www.sanantoniobehavioral.com/wp-content/uploads/2025/09/461064226_San-Antonio-Behavioral-Healthcare-Hospital_standardcharges.csv,206,https://www.sanantoniobehavioral.com/wp-content/uploads/2025/09/461064226_San-Antonio-Behavioral-Healthcare-Hospital_standardcharges.csv,corroborated,exact-pointer-name-and-file-address,SAN ANTONIO BEHAVIORAL HEALTHCARE,SAN ANTONIO BEHAVIORAL HEALTHCARE,TX,2025-09-17,2.0.0,date-within-365-days-older-version,2026-09-09T10:11:15.730Z,d0ecffebeae45b25119a64a9a6bcb7422088dcbbc6f065a582a549db3e32c4d9,ce4034cd37f6ad005f6857a87eaed9dfbda0e2508cac8e87e793b5119c9ef41d,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
460005,OGDEN REGIONAL MEDICAL CENTER,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/60297fd2cdf147a6bd8450b739878a54?download=true,206,https://www.hcadam.com/api/public/content/60297fd2cdf147a6bd8450b739878a54?download=true,corroborated,file-name-and-address,OGDEN REGIONAL MEDICAL CENTER,OGDEN REGIONAL MEDICAL CENTER,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:16.095Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,9779ff2096c78b1a4eb9ed4a379610b6c8fb6c3e13476913b1bd2fe51eb376b8,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:35.082Z).
460009,UNIVERSITY OF UTAH HOSPITAL AND CLINICS,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://healthcare.utah.edu/cms-hpt.txt,200,2026-09-09T10:11:15.952Z,,https://md.utah.edu/pricing/876000525_UNIVERSITY-OF-UTAH-HOSPITAL-AND-CLINICS_standardcharges.csv,206,https://md.utah.edu/pricing/876000525_UNIVERSITY-OF-UTAH-HOSPITAL-AND-CLINICS_standardcharges.csv,corroborated,file-name-and-address,UNIVERSITY OF UTAH HOSPITAL AND CLINICS,UNIVERSITY OF UTAH HOSPITAL AND CLINICS,UT,2025-07-01,2.0.0,date-over-365-days,2026-09-09T10:11:16.909Z,236dedd6ec848cc32b6482c94cf58220a9f56a6ecf6f1c0254157687913c7033,05ffd4d313955a9113a7a81150a37962cfc7c2b24ed44bcf64b8b078ce728247,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T02:26:35.358Z).
460013,MOUNTAIN VIEW HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/ed92b53525bd4968b7a7fc42d1e3b85d?download=true,206,https://www.hcadam.com/api/public/content/ed92b53525bd4968b7a7fc42d1e3b85d?download=true,corroborated,file-name-and-address,MOUNTAIN VIEW HOSPITAL,MOUNTAIN VIEW HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:16.499Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,2571fbd517f975b95e3117c993de701e0ff0f938991c3738aa19a6c86b1470a0,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:35.389Z).
460017,BRIGHAM CITY COMMUNITY HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/365bdb8ed9a84537afc36e1a2addfe8e?download=true,206,https://www.hcadam.com/api/public/content/365bdb8ed9a84537afc36e1a2addfe8e?download=true,corroborated,file-name-and-address,BRIGHAM CITY COMMUNITY HOSPITAL,BRIGHAM CITY COMMUNITY HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:16.922Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,cfb2a859533226108eaa020551039ef95361bf7029afb079feaf95d13a549064,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:35.941Z).
460042,LAKEVIEW HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/ff147b50990440edae816f9adf8525e8?download=true,206,https://www.hcadam.com/api/public/content/ff147b50990440edae816f9adf8525e8?download=true,corroborated,file-name-and-address,LAKEVIEW HOSPITAL,LAKEVIEW HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:29.825Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,b527ee78b10c1d134c13ffea3166ccf112cd3b5e97550de1764d3a16be1e3d38,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:36.260Z).
460047,ST MARK'S HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/2ddf8eab94114b028790e2ef86501adc?download=true,206,https://www.hcadam.com/api/public/content/2ddf8eab94114b028790e2ef86501adc?download=true,corroborated,file-name-and-address,ST MARK'S HOSPITAL,ST MARK'S HOSPITAL|TAYLORSVILLE EMERGENCY CENTER|WEST VALLEY EMERGENCY,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:47.997Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,6f72b58e6b6ace0311f8c6833c875b662b49b75b56dbc1e79f78a782b8f60faf,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:36.821Z).
460052,TIMPANOGOS REGIONAL HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/66b2df40ef8849b7a94bf34274cf69c7?download=true,206,https://www.hcadam.com/api/public/content/66b2df40ef8849b7a94bf34274cf69c7?download=true,corroborated,file-name-and-address,TIMPANOGOS REGIONAL HOSPITAL,TIMPANOGOS REGIONAL HOSPITAL|WESTLAKE EMERGENCY CTR,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:12:01.433Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,584aa3ca535581d85471965e28e39794f077ac44de117b1ac4e0c0a0fc17b2a8,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:37.111Z).
460054,CACHE VALLEY HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/917b8d7e2b4e49079d6df0fddc138a7f?download=true,206,https://www.hcadam.com/api/public/content/917b8d7e2b4e49079d6df0fddc138a7f?download=true,corroborated,file-name-and-address,CACHE VALLEY  HOSPITAL,CACHE VALLEY  HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:12:14.696Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,8367379ff279a9e203e30faf8c38c3fd7a0be732aee622803dd3eae5e9c94110,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:49.199Z).
460060,LONE PEAK HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/65ebdd902aea4b6d9ee5a03ee8ecef72?download=true,206,https://www.hcadam.com/api/public/content/65ebdd902aea4b6d9ee5a03ee8ecef72?download=true,corroborated,file-name-and-address,LONE PEAK HOSPITAL,LONE PEAK HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:12:15.237Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,9ae406de76a09446516fc5909e16b6fb6f143d781920e68db6e82feb3d27c814,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:49.429Z).
471305,COPLEY HOSPITAL,VT,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.copleyvt.org/cms-hpt.txt,200,2026-09-09T10:11:16.487Z,,https://www.copleyvt.org/030179423_Copley-Hospital_standardcharges.csv,404,https://www.copleyvt.org/03-0179423_Copley-Hospital_standardcharges.csv,corroborated,file-name-and-address,Copley Hospital,Copley Hospital,VT,2026-06-05,3.0.0,date-within-365-days-version-3,2026-09-09T10:47:33.388Z,0829940060165b48439925537981502916bf2ee985ab2f14c4fa53642bb40670,dfed54c3f9a16c8bd01d6149f0261ad647f3f4feb4cd38f7fd93a8eaa9a230d4,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
490022,MARY WASHINGTON HOSPITAL,VA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.marywashingtonhealthcare.com/cms-hpt.txt,206,2026-09-09T10:11:16.780Z,,https://www.marywashingtonhealthcare.com/documents/540519577_mary-washington-hospital_standardcharges.csv,206,https://www.marywashingtonhealthcare.com/documents/540519577_mary-washington-hospital_standardcharges.csv,corroborated,file-name-and-address,Mary Washington Hospital,Mary Washington Hospital,VA,2024-12-30,2.0.0,date-over-365-days,2026-09-09T10:11:17.076Z,838cfb97d15718fb688628575dffaaac7bba5a62b53a284f006f2f739086494b,257781d8e181e5881bcc96f731f83cb591080c4c9ab8ada07abf3c81ff9a255b,,Same declared date 2024-12-30 observed again after the earlier check (2026-09-09T01:51:12.724Z).
