ccn,hospital_name,state,issue,subject,body,contact,send_status
Recorded evidence: pointer http://www.avera.org/cms-hpt.txt (HTTP 403); file https://www.avera.org/app/files/public/985ab805-8b07-4669-a6de-6f9fa35484d3/460230199_avera-st-marys-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T13:11:15.287Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
430091,BLACK HILLS SURGICAL HOSPITAL LLC,SD,template-version-older-than-3,Price transparency file: BLACK HILLS SURGICAL HOSPITAL LLC (CCN 430091),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.sanfordhealth.org/-/media/org/files/patients-and-visitors/billing-insurance/price-estimates/black-hills-surgical-hospital_standard-charges.csv declares a current date (2026-01-30) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://www.sanfordhealth.org/cms-hpt.txt (HTTP 206); file https://www.sanfordhealth.org/-/media/org/files/patients-and-visitors/billing-insurance/price-estimates/black-hills-surgical-hospital_standard-charges.csv (HTTP 206); checked 2026-09-09T10:10:16.032Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
431302,AVERA MISSOURI RIVER HEALTH CENTER,SD,template-version-unrecognized,Price transparency file: AVERA MISSOURI RIVER HEALTH CENTER (CCN 431302),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.avera.org/app/files/public/5380b4cd-f869-4c7e-87f7-01531b5e668d/460234354_avera-missouri-river-center_standardcharges.csv declares template version 4.0.0, which this review does not recognize; its update date (2026-04-01) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
Recorded evidence: pointer http://www.avera.org/cms-hpt.txt (HTTP 403); file https://www.avera.org/app/files/public/5380b4cd-f869-4c7e-87f7-01531b5e668d/460234354_avera-missouri-river-center_standardcharges.csv (HTTP 206); checked 2026-09-09T13:11:15.334Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
431310,AVERA FLANDREAU HOSPITAL - CAH,SD,template-version-unrecognized,Price transparency file: AVERA FLANDREAU HOSPITAL - CAH (CCN 431310),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.avera.org/app/files/public/1e3c55a9-2dbc-464c-87ba-19e0db01977a/460224743_avera-flandreau-hospital_standardcharges.csv declares template version 4.0.0, which this review does not recognize; its update date (2026-04-01) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
Recorded evidence: pointer http://www.avera.org/cms-hpt.txt (HTTP 403); file https://www.avera.org/app/files/public/1e3c55a9-2dbc-464c-87ba-19e0db01977a/460224743_avera-flandreau-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T13:11:15.352Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,SD,template-version-unrecognized,Price transparency file: AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH (CCN 431324),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.avera.org/app/files/public/a1d389d7-460f-4083-a41e-f5e4849e761b/460224604_avera-weskota-memorial-med-center_standardcharges.csv declares template version 4.0.0, which this review does not recognize; its update date (2026-04-01) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
Recorded evidence: pointer http://www.avera.org/cms-hpt.txt (HTTP 403); file https://www.avera.org/app/files/public/a1d389d7-460f-4083-a41e-f5e4849e761b/460224604_avera-weskota-memorial-med-center_standardcharges.csv (HTTP 206); checked 2026-09-09T13:11:15.375Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
431327,ST MICHAEL'S HOSPITAL - CAH,SD,template-version-unrecognized,Price transparency file: ST MICHAEL'S HOSPITAL - CAH (CCN 431327),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.avera.org/app/files/public/3de91237-7976-4ad2-bc47-6a294697805e/460225414_st-michaels-hospital_standardcharges.csv declares template version 4.0.0, which this review does not recognize; its update date (2026-04-01) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
Recorded evidence: pointer http://www.avera.org/cms-hpt.txt (HTTP 403); file https://www.avera.org/app/files/public/3de91237-7976-4ad2-bc47-6a294697805e/460225414_st-michaels-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T13:11:15.392Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
440029,WILLIAMSON MEDICAL CENTER,TN,pointer-declared-file-404,Price transparency file: WILLIAMSON MEDICAL CENTER (CCN 440029),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://williamsonhealth.org/content/uploads/2026/04/621501534_williamson-medical-center_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://williamsonhealth.org/cms-hpt.txt (HTTP 206); file https://williamsonhealth.org/content/uploads/2026/04/621501534_williamson-medical-center_standardcharges.csv (HTTP 404); checked 2026-09-09T10:47:28.502Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
440111,METRO NASHVILLE GENERAL HOSPITAL,TN,declared-update-date-over-365-days,Price transparency file: METRO NASHVILLE GENERAL HOSPITAL (CCN 440111),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://nashvillegeneral-440111.s3.amazonaws.com/62-1383977_METRO-NASHVILLE-GENERAL-HOSPITAL_standardcharges.csv declares last_updated_on 2024-07-01, more than 365 days before our check on 2026-09-09T10:38:12.205Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://nashvillegeneral.org/cms-hpt.txt (HTTP 206); file https://nashvillegeneral-440111.s3.amazonaws.com/62-1383977_METRO-NASHVILLE-GENERAL-HOSPITAL_standardcharges.csv (HTTP 206); checked 2026-09-09T10:38:12.205Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
440152,REGIONAL ONE HEALTH,TN,declared-update-date-over-365-days,Price transparency file: REGIONAL ONE HEALTH (CCN 440152),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.regionalonehealth.org/wp-content/uploads/2024/12/621113169_shelby-county-health-care_standardcharges.csv declares last_updated_on 2025-01-06, more than 365 days before our check on 2026-09-09T10:10:39.946Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.regionalonehealth.org/cms-hpt.txt (HTTP 206); file https://www.regionalonehealth.org/wp-content/uploads/2024/12/621113169_shelby-county-health-care_standardcharges.csv (HTTP 206); checked 2026-09-09T10:10:39.946Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,automated-file-access-denied,Price transparency file: TRISTAR CENTENNIAL MEDICAL CENTER (CCN 440161),Hello,,
We maintain an independent review of hospital price-transparency files. Automated retrieval of https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113737_TRISTAR-CENTENNIAL-MEDICAL-CENTER_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=vdmkLz8lCE1qb%2BnsaFfL8tcI7Gg6B%2B3s%2Fny3TPZ1kqs%3D is denied (HTTP 403) while your site publishes it. Could you whitelist automated access or provide a direct link?,,,,,,,
Recorded evidence: pointer https://www.tristarhealth.com/cms-hpt.txt (HTTP 200); file https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113737_TRISTAR-CENTENNIAL-MEDICAL-CENTER_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=vdmkLz8lCE1qb%2BnsaFfL8tcI7Gg6B%2B3s%2Fny3TPZ1kqs%3D (HTTP 403); checked 2026-09-09T10:47:31.658Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,template-version-older-than-3,Price transparency file: UNITED REGIONAL HEALTH CARE SYSTEM (CCN 450010),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://unitedregional.org/getContentAsset/a128db8c-8ea3-461b-9531-3197f7c0b635/c204d644-0ccb-43d4-a505-69664b0a9bc3/751912147-united-regional-healthcare-system-standardcharges-in.csv?language=en declares a current date (2025-11-15) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://unitedregional.org/getContentAsset/87726b46-3db7-42d1-b3d7-11de88ed5834/c204d644-0ccb-43d4-a505-69664b0a9bc3/cms-hpt.txt?language=en (HTTP 206); file https://unitedregional.org/getContentAsset/a128db8c-8ea3-461b-9531-3197f7c0b635/c204d644-0ccb-43d4-a505-69664b0a9bc3/751912147-united-regional-healthcare-system-standardcharges-in.csv?language=en (HTTP 200); checked 2026-09-09T10:10:39.873Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
450035,ST JOSEPH MEDICAL CENTER,TX,declared-update-date-over-365-days,Price transparency file: ST JOSEPH MEDICAL CENTER (CCN 450035),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://sjmctx.org/pricetransparency/994785298_StJosephMedicalCenter_standardcharges.csv declares last_updated_on 2024-12-23, more than 365 days before our check on 2026-09-09T10:10:39.240Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://sjmctx.org/cms-hpt.txt (HTTP 200); file https://sjmctx.org/pricetransparency/994785298_StJosephMedicalCenter_standardcharges.csv (HTTP 206); checked 2026-09-09T10:10:39.240Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
450133,MIDLAND MEMORIAL HOSPITAL,TX,pointer-declared-file-404,Price transparency file: MIDLAND MEMORIAL HOSPITAL (CCN 450133),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://www.midlandhealth.org/Uploads/Public/Documents/Price%20Transparency/751584559_midland-health_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://www.midlandhealth.org/cms-hpt.txt (HTTP 200); file https://www.midlandhealth.org/Uploads/Public/Documents/Price%20Transparency/751584559_midland-health_standardcharges.csv (HTTP 404); checked 2026-09-09T10:10:49.682Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,TX,pointer-declared-file-404,Price transparency file: CHRISTUS SANTA ROSA MEDICAL CENTER (CCN 450237),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://www.christushealth.org/sitecore/service/notfound.aspx, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://www.christushealth.org/cms-hpt.txt (HTTP 206); file https://www.christushealth.org/sitecore/service/notfound.aspx (HTTP 404); checked 2026-09-09T10:11:13.686Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,TX,declared-update-date-over-365-days,Price transparency file: THE MEDICAL CENTER OF SOUTHEAST TEXAS (CCN 450518),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://medicalcentersetexas.org/pricetransparency/994785659_MedicalCenterSETexas_standardcharges.csv declares last_updated_on 2024-12-26, more than 365 days before our check on 2026-09-09T10:11:01.574Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://medicalcentersetexas.org/cms-hpt.txt (HTTP 200); file https://medicalcentersetexas.org/pricetransparency/994785659_MedicalCenterSETexas_standardcharges.csv (HTTP 206); checked 2026-09-09T10:11:01.574Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
450641,NOCONA GENERAL HOSPITAL,TX,template-version-unrecognized,Price transparency file: NOCONA GENERAL HOSPITAL (CCN 450641),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://noconageneral.com/wp-content/uploads/2026/03/751368648_nocona-general-hospital_standardcharges-02.26.2026.csv declares template version ERSION 4.0, which this review does not recognize; its update date (2026-02-25) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
Recorded evidence: pointer https://noconageneral.com/cms-hpt.txt (HTTP 206); file https://noconageneral.com/wp-content/uploads/2026/03/751368648_nocona-general-hospital_standardcharges-02.26.2026.csv (HTTP 200); checked 2026-09-09T10:11:01.547Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,pointer-declared-file-404,Price transparency file: SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON (CCN 450831),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://machine-readable-files.com/ssha-pasadena-tx/760600805_Surgery-Specialty-Hospitals-of-America_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://ssha.us.com/cms-hpt.txt (HTTP 206); file https://machine-readable-files.com/ssha-pasadena-tx/760600805_Surgery-Specialty-Hospitals-of-America_standardcharges.csv (HTTP 404); checked 2026-09-09T10:11:01.671Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
453301,DRISCOLL CHILDRENS HOSPITAL,TX,template-version-older-than-3,Price transparency file: DRISCOLL CHILDRENS HOSPITAL (CCN 453301),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://driscollchildrens.org/wp-content/uploads/742577746-1548286172_Driscoll-Childrens-Hospital_standardcharges.csv declares a current date (2025-10-06) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://driscollchildrens.org/cms-hpt.txt (HTTP 200); file https://driscollchildrens.org/wp-content/uploads/742577746-1548286172_Driscoll-Childrens-Hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:11:15.744Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
454129,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,TX,automated-file-access-denied,Price transparency file: GEORGETOWN BEHAVIORAL HEALTH INSTITUTE (CCN 454129),Hello,,
We maintain an independent review of hospital price-transparency files. Automated retrieval of https://www.georgetownbehavioral.com/sites/default/files/462465087_Georgetown%20Behavioral%20Insitute_Standardcharges.csv is denied (HTTP 403) while your site publishes it. Could you whitelist automated access or provide a direct link?,,,,,,,
Recorded evidence: pointer https://auroraarizona.com/cms-hpt.txt (HTTP 403); file https://www.georgetownbehavioral.com/sites/default/files/462465087_Georgetown%20Behavioral%20Insitute_Standardcharges.csv (HTTP 403); checked 2026-09-09T10:11:15.485Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
460005,OGDEN REGIONAL MEDICAL CENTER,UT,declared-update-date-over-365-days,Price transparency file: OGDEN REGIONAL MEDICAL CENTER (CCN 460005),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.hcadam.com/api/public/content/60297fd2cdf147a6bd8450b739878a54?download=true declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:11:16.095Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.mountainstar.com/cms-hpt.txt (HTTP 200); file https://www.hcadam.com/api/public/content/60297fd2cdf147a6bd8450b739878a54?download=true (HTTP 206); checked 2026-09-09T10:11:16.095Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
460009,UNIVERSITY OF UTAH HOSPITAL AND CLINICS,UT,declared-update-date-over-365-days,Price transparency file: UNIVERSITY OF UTAH HOSPITAL AND CLINICS (CCN 460009),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://md.utah.edu/pricing/876000525_UNIVERSITY-OF-UTAH-HOSPITAL-AND-CLINICS_standardcharges.csv declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:11:16.909Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://healthcare.utah.edu/cms-hpt.txt (HTTP 200); file https://md.utah.edu/pricing/876000525_UNIVERSITY-OF-UTAH-HOSPITAL-AND-CLINICS_standardcharges.csv (HTTP 206); checked 2026-09-09T10:11:16.909Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
460013,MOUNTAIN VIEW HOSPITAL,UT,declared-update-date-over-365-days,Price transparency file: MOUNTAIN VIEW HOSPITAL (CCN 460013),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.hcadam.com/api/public/content/ed92b53525bd4968b7a7fc42d1e3b85d?download=true declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:11:16.499Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.mountainstar.com/cms-hpt.txt (HTTP 200); file https://www.hcadam.com/api/public/content/ed92b53525bd4968b7a7fc42d1e3b85d?download=true (HTTP 206); checked 2026-09-09T10:11:16.499Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
460017,BRIGHAM CITY COMMUNITY HOSPITAL,UT,declared-update-date-over-365-days,Price transparency file: BRIGHAM CITY COMMUNITY HOSPITAL (CCN 460017),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.hcadam.com/api/public/content/365bdb8ed9a84537afc36e1a2addfe8e?download=true declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:11:16.922Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.mountainstar.com/cms-hpt.txt (HTTP 200); file https://www.hcadam.com/api/public/content/365bdb8ed9a84537afc36e1a2addfe8e?download=true (HTTP 206); checked 2026-09-09T10:11:16.922Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
460042,LAKEVIEW HOSPITAL,UT,declared-update-date-over-365-days,Price transparency file: LAKEVIEW HOSPITAL (CCN 460042),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.hcadam.com/api/public/content/ff147b50990440edae816f9adf8525e8?download=true declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:11:29.825Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.mountainstar.com/cms-hpt.txt (HTTP 200); file https://www.hcadam.com/api/public/content/ff147b50990440edae816f9adf8525e8?download=true (HTTP 206); checked 2026-09-09T10:11:29.825Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
460047,ST MARK'S HOSPITAL,UT,declared-update-date-over-365-days,Price transparency file: ST MARK'S HOSPITAL (CCN 460047),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.hcadam.com/api/public/content/2ddf8eab94114b028790e2ef86501adc?download=true declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:11:47.997Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.mountainstar.com/cms-hpt.txt (HTTP 200); file https://www.hcadam.com/api/public/content/2ddf8eab94114b028790e2ef86501adc?download=true (HTTP 206); checked 2026-09-09T10:11:47.997Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
460052,TIMPANOGOS REGIONAL HOSPITAL,UT,declared-update-date-over-365-days,Price transparency file: TIMPANOGOS REGIONAL HOSPITAL (CCN 460052),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.hcadam.com/api/public/content/66b2df40ef8849b7a94bf34274cf69c7?download=true declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:12:01.433Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.mountainstar.com/cms-hpt.txt (HTTP 200); file https://www.hcadam.com/api/public/content/66b2df40ef8849b7a94bf34274cf69c7?download=true (HTTP 206); checked 2026-09-09T10:12:01.433Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
460054,CACHE VALLEY HOSPITAL,UT,declared-update-date-over-365-days,Price transparency file: CACHE VALLEY HOSPITAL (CCN 460054),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.hcadam.com/api/public/content/917b8d7e2b4e49079d6df0fddc138a7f?download=true declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:12:14.696Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.mountainstar.com/cms-hpt.txt (HTTP 200); file https://www.hcadam.com/api/public/content/917b8d7e2b4e49079d6df0fddc138a7f?download=true (HTTP 206); checked 2026-09-09T10:12:14.696Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
460060,LONE PEAK HOSPITAL,UT,declared-update-date-over-365-days,Price transparency file: LONE PEAK HOSPITAL (CCN 460060),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.hcadam.com/api/public/content/65ebdd902aea4b6d9ee5a03ee8ecef72?download=true declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:12:15.237Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.mountainstar.com/cms-hpt.txt (HTTP 200); file https://www.hcadam.com/api/public/content/65ebdd902aea4b6d9ee5a03ee8ecef72?download=true (HTTP 206); checked 2026-09-09T10:12:15.237Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
471305,COPLEY HOSPITAL,VT,pointer-declared-file-404,Price transparency file: COPLEY HOSPITAL (CCN 471305),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://www.copleyvt.org/030179423_Copley-Hospital_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://www.copleyvt.org/cms-hpt.txt (HTTP 200); file https://www.copleyvt.org/030179423_Copley-Hospital_standardcharges.csv (HTTP 404); checked 2026-09-09T10:47:33.388Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
490022,MARY WASHINGTON HOSPITAL,VA,declared-update-date-over-365-days,Price transparency file: MARY WASHINGTON HOSPITAL (CCN 490022),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.marywashingtonhealthcare.com/documents/540519577_mary-washington-hospital_standardcharges.csv declares last_updated_on 2024-12-30, more than 365 days before our check on 2026-09-09T10:11:17.076Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.marywashingtonhealthcare.com/cms-hpt.txt (HTTP 206); file https://www.marywashingtonhealthcare.com/documents/540519577_mary-washington-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:11:17.076Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
490140,STAFFORD HOSPITAL, LLC,VA,declared-update-date-over-365-days,Price transparency file: STAFFORD HOSPITAL,hpt-obf:v1:8smdY6jwNGExX0M6.V-pmHLyJ0WLzImXNY5mo0g.1fTnmvUrYdCtJOhPHOuE918,Hello
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.marywashingtonhealthcare.com/documents/134316364_stafford-hospital_standardcharges.csv declares last_updated_on 2024-12-30, more than 365 days before our check on 2026-09-09T10:11:48.006Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.marywashingtonhealthcare.com/cms-hpt.txt (HTTP 206); file https://www.marywashingtonhealthcare.com/documents/134316364_stafford-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:11:48.006Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
494010,NORTHERN VIRGINIA MENTAL HEALTH INSTI,VA,declared-update-date-over-365-days,Price transparency file: NORTHERN VIRGINIA MENTAL HEALTH INSTI (CCN 494010),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://dbhds.virginia.gov/wp-content/uploads/2025/11/540807019_northern-virginia-mental-health-institute_standardcharges.csv declares last_updated_on 2025-07-21, more than 365 days before our check on 2026-09-09T10:11:46.287Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://dbhds.virginia.gov/cms-hpt.txt (HTTP 206); file https://dbhds.virginia.gov/wp-content/uploads/2025/11/540807019_northern-virginia-mental-health-institute_standardcharges.csv (HTTP 206); checked 2026-09-09T10:11:46.287Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
494017,SOUTHERN VIRGINIA MENTAL HEALTH INSTITUTE,VA,declared-update-date-over-365-days,Price transparency file: SOUTHERN VIRGINIA MENTAL HEALTH INSTITUTE (CCN 494017),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://dbhds.virginia.gov/wp-content/uploads/2025/11/541004175_southern-virginia-mental-health-institute_standardcharges.csv declares last_updated_on 2025-07-21, more than 365 days before our check on 2026-09-09T10:11:46.479Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://dbhds.virginia.gov/cms-hpt.txt (HTTP 206); file https://dbhds.virginia.gov/wp-content/uploads/2025/11/541004175_southern-virginia-mental-health-institute_standardcharges.csv (HTTP 206); checked 2026-09-09T10:11:46.479Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
494033,CATAWBA HOSPITAL,VA,declared-update-date-over-365-days,Price transparency file: CATAWBA HOSPITAL (CCN 494033),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://dbhds.virginia.gov/wp-content/uploads/2025/11/546001711_catawba-hospital_standardcharges.csv declares last_updated_on 2025-01-01, more than 365 days before our check on 2026-09-09T10:11:46.863Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://dbhds.virginia.gov/cms-hpt.txt (HTTP 206); file https://dbhds.virginia.gov/wp-content/uploads/2025/11/546001711_catawba-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:11:46.863Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
500007,ISLAND HOSPITAL,WA,pointer-declared-file-404,Price transparency file: ISLAND HOSPITAL (CCN 500007),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://mrfs.hyvehealthcare.com/IslandHealthSystem/910729255_island-health_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://islandhospital.org/cms-hpt.txt (HTTP 200); file https://mrfs.hyvehealthcare.com/IslandHealthSystem/910729255_island-health_standardcharges.csv (HTTP 404); checked 2026-09-09T10:11:44.808Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
500031,GRAYS HARBOR COMMUNITY HOSPITAL,WA,pointer-declared-file-404,Price transparency file: GRAYS HARBOR COMMUNITY HOSPITAL (CCN 500031),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares http://machine-readable-files.com/harbor-regional-health/910568304_Harbor-Regional-Health_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://static1.squarespace.com/static/5e90f5d75542933b842d0964/t/681d2dd1e71fc254c48f7fa0/1746742737725/cms-hpt.txt (HTTP 206); file http://machine-readable-files.com/harbor-regional-health/910568304_Harbor-Regional-Health_standardcharges.csv (HTTP 404); checked 2026-09-09T10:47:50.571Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
501312,PROSSER MEMORIAL HOSPITAL,WA,declared-update-date-over-365-days,Price transparency file: PROSSER MEMORIAL HOSPITAL (CCN 501312),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://res.cloudinary.com/dpmykpsih/raw/upload/prosser-health-site-416/media/r/98285db682424129bd554acc0db84c2a/91-6013490_prosser-memorial-health-hospital_standardcharges.csv declares last_updated_on 2025-01-01, more than 365 days before our check on 2026-09-09T10:11:47.292Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
