ccn,hospital_name,url,pointerUrl,sourcePageUrl,location_name,pointerCheckedAt,pointerSha256,score,http_status,file_kind,header_name,header_location,header_address,header_state,identity,identity_basis,date,version,metadata,checked_at,error
394052,HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,https://www.havenreading.com/wp-content/uploads/sites/7/2024/12/272799973_Haven-Behavioral-Hospital-of-Eastern-Pennsylvania_standardcharges.csv,,,,,,0,404,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:10.525Z,
390168,INDEPENDENCE HEALTH SYSTEM BUTLER MEMORIAL HOSPITA,https://www.independence.health/documents/content/250965274_Butler-Memorial_StandardCharges.csv,https://www.butlerhealthsystem.org/cms-hpt.txt,https://www.independence.health/patients-visitors/financial-services/price-transparency/,Butler Memorial Hospital,2026-09-09T01:46:00.543Z,3a33c62fbbf0201360099e663e7b84f86c8d7be3a4a8825333b9db963e840c96,0.33333333333333337,206,csv,Butler Healthcare Providers_ DBA Butler Memorial Hospital,Butler Memorial Hospital,"1 Hospital Way, Butler PA 16001",PA,mrf-header-does-not-match-unresolved-roster,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:50:21.140Z,
390168,INDEPENDENCE HEALTH SYSTEM BUTLER MEMORIAL HOSPITA,https://www.independence.health/documents/content/250965612_WestmorelandRegionalHospital_StandardCharges.csv,https://www.butlerhealthsystem.org/cms-hpt.txt,https://www.independence.health/patients-visitors/financial-services/price-transparency/,Westmoreland Regional Hospital,2026-09-09T01:46:00.543Z,3a33c62fbbf0201360099e663e7b84f86c8d7be3a4a8825333b9db963e840c96,0,206,csv,Independence Health System Westmoreland Regional Hospital,Westmoreland Regional Hospital,"532 West Pittsburgh St., Greeensburg, PA 15601",PA,mrf-header-does-not-match-unresolved-roster,,2025-12-17,3.0.0,date-within-365-days-version-3,2026-09-09T01:50:08.760Z,
390168,INDEPENDENCE HEALTH SYSTEM BUTLER MEMORIAL HOSPITA,https://www.independence.health/documents/content/250965414_LatrobeAreaHospital_StandardCharges.csv,https://www.butlerhealthsystem.org/cms-hpt.txt,https://www.independence.health/patients-visitors/financial-services/price-transparency/,Latrobe Area Hospital,2026-09-09T01:46:00.543Z,3a33c62fbbf0201360099e663e7b84f86c8d7be3a4a8825333b9db963e840c96,0,206,csv,Independence Health System Latrobe Area Hospital,Latrobe Area Hospital,"1 Mellon Way, Latrobe, PA 15650",PA,mrf-header-does-not-match-unresolved-roster,,2025-12-17,3.0.0,date-within-365-days-version-3,2026-09-09T01:50:08.506Z,
390093,INDEPENDENCE HEALTH SYSTEM CLARION HOSPITAL,https://www.independence.health/documents/content/251010039_Butler-Clarion_standardcharges.csv,https://www.butlerhealthsystem.org/cms-hpt.txt,https://www.independence.health/patients-visitors/financial-services/price-transparency/,Clarion Hospital,2026-09-09T01:46:00.543Z,3a33c62fbbf0201360099e663e7b84f86c8d7be3a4a8825333b9db963e840c96,0.4482758620689655,206,csv,Clarion Hospital,Clarion Hospital,"1 Hospital Drive, Clarion PA 16214",PA,mrf-header-does-not-match-unresolved-roster,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:50:21.163Z,
390093,INDEPENDENCE HEALTH SYSTEM CLARION HOSPITAL,https://www.independence.health/documents/content/250965612_WestmorelandRegionalHospital_StandardCharges.csv,https://www.butlerhealthsystem.org/cms-hpt.txt,https://www.independence.health/patients-visitors/financial-services/price-transparency/,Westmoreland Regional Hospital,2026-09-09T01:46:00.543Z,3a33c62fbbf0201360099e663e7b84f86c8d7be3a4a8825333b9db963e840c96,0.10344827586206896,206,csv,Independence Health System Westmoreland Regional Hospital,Westmoreland Regional Hospital,"532 West Pittsburgh St., Greeensburg, PA 15601",PA,mrf-header-does-not-match-unresolved-roster,,2025-12-17,3.0.0,date-within-365-days-version-3,2026-09-09T01:50:08.760Z,
390093,INDEPENDENCE HEALTH SYSTEM CLARION HOSPITAL,https://www.independence.health/documents/content/250965414_LatrobeAreaHospital_StandardCharges.csv,https://www.butlerhealthsystem.org/cms-hpt.txt,https://www.independence.health/patients-visitors/financial-services/price-transparency/,Latrobe Area Hospital,2026-09-09T01:46:00.543Z,3a33c62fbbf0201360099e663e7b84f86c8d7be3a4a8825333b9db963e840c96,0.10344827586206896,206,csv,Independence Health System Latrobe Area Hospital,Latrobe Area Hospital,"1 Mellon Way, Latrobe, PA 15650",PA,mrf-header-does-not-match-unresolved-roster,,2025-12-17,3.0.0,date-within-365-days-version-3,2026-09-09T01:50:08.506Z,
390325,OSS ORTHOPAEDIC HOSPITAL,https://www.cdmpricing.com/bc751d7bc627f16d079c47ff05c9fe44/standard-charges,https://osshealth.com/cms-hpt.txt,https://osshealth.com/oss-health-pricing,OSS Health,2026-09-09T01:45:59.623Z,d89e07a3fa2dada629f77be91ec02949825d5ce3eeab934982e5b3568180d230,0.4347826086956522,206,html,,,,,mrf-header-has-no-license-state,,,,date-unverified,2026-09-09T01:50:10.712Z,
391312,PENN HIGHLANDS BROOKVILLE,https://www.phhealthcare.org/download/?id=15368,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Brookville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,1,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:10.726Z,
391312,PENN HIGHLANDS BROOKVILLE,https://www.phhealthcare.org/download/?id=15370,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Clearfield,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.696Z,
391312,PENN HIGHLANDS BROOKVILLE,https://www.phhealthcare.org/download/?id=14597,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Connellsville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.766Z,
391312,PENN HIGHLANDS BROOKVILLE,https://www.phhealthcare.org/download/?id=15371,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands DuBois,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:18.696Z,
391312,PENN HIGHLANDS BROOKVILLE,https://www.phhealthcare.org/download/?id=15372,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Elk,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.158Z,
391312,PENN HIGHLANDS BROOKVILLE,https://www.phhealthcare.org/download/?id=15373,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Huntingdon,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.150Z,
391312,PENN HIGHLANDS BROOKVILLE,https://www.phhealthcare.org/download/?id=15375,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Tyrone,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.220Z,
390184,PENN HIGHLANDS CONNELLSVILLE,https://www.phhealthcare.org/download/?id=14597,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Connellsville,2026-09-09T01:46:00.125Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,1,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.766Z,
390184,PENN HIGHLANDS CONNELLSVILLE,https://www.phhealthcare.org/download/?id=15368,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Brookville,2026-09-09T01:46:00.125Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:10.726Z,
390184,PENN HIGHLANDS CONNELLSVILLE,https://www.phhealthcare.org/download/?id=15370,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Clearfield,2026-09-09T01:46:00.125Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.696Z,
390184,PENN HIGHLANDS CONNELLSVILLE,https://www.phhealthcare.org/download/?id=15371,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands DuBois,2026-09-09T01:46:00.125Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:18.696Z,
390184,PENN HIGHLANDS CONNELLSVILLE,https://www.phhealthcare.org/download/?id=15372,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Elk,2026-09-09T01:46:00.125Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.158Z,
390184,PENN HIGHLANDS CONNELLSVILLE,https://www.phhealthcare.org/download/?id=15373,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Huntingdon,2026-09-09T01:46:00.125Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.150Z,
390184,PENN HIGHLANDS CONNELLSVILLE,https://www.phhealthcare.org/download/?id=15375,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Tyrone,2026-09-09T01:46:00.125Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.220Z,
390086,PENN HIGHLANDS DUBOIS,https://www.phhealthcare.org/download/?id=15371,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands DuBois,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,1,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:18.696Z,
390086,PENN HIGHLANDS DUBOIS,https://www.phhealthcare.org/download/?id=15368,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Brookville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:10.726Z,
390086,PENN HIGHLANDS DUBOIS,https://www.phhealthcare.org/download/?id=15370,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Clearfield,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.696Z,
390086,PENN HIGHLANDS DUBOIS,https://www.phhealthcare.org/download/?id=14597,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Connellsville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.766Z,
390086,PENN HIGHLANDS DUBOIS,https://www.phhealthcare.org/download/?id=15372,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Elk,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.158Z,
390086,PENN HIGHLANDS DUBOIS,https://www.phhealthcare.org/download/?id=15373,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Huntingdon,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.150Z,
390086,PENN HIGHLANDS DUBOIS,https://www.phhealthcare.org/download/?id=15375,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Tyrone,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.220Z,
391315,PENN HIGHLANDS ELK,https://www.phhealthcare.org/download/?id=15372,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Elk,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,1,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.158Z,
391315,PENN HIGHLANDS ELK,https://www.phhealthcare.org/download/?id=15368,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Brookville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:10.726Z,
391315,PENN HIGHLANDS ELK,https://www.phhealthcare.org/download/?id=15370,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Clearfield,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.696Z,
391315,PENN HIGHLANDS ELK,https://www.phhealthcare.org/download/?id=14597,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Connellsville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.766Z,
391315,PENN HIGHLANDS ELK,https://www.phhealthcare.org/download/?id=15371,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands DuBois,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:18.696Z,
391315,PENN HIGHLANDS ELK,https://www.phhealthcare.org/download/?id=15373,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Huntingdon,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.150Z,
391315,PENN HIGHLANDS ELK,https://www.phhealthcare.org/download/?id=15375,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Tyrone,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.220Z,
390056,PENN HIGHLANDS HUNTINGDON,https://www.phhealthcare.org/download/?id=15373,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Huntingdon,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,1,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.150Z,
390056,PENN HIGHLANDS HUNTINGDON,https://www.phhealthcare.org/download/?id=15368,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Brookville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:10.726Z,
390056,PENN HIGHLANDS HUNTINGDON,https://www.phhealthcare.org/download/?id=15370,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Clearfield,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.696Z,
390056,PENN HIGHLANDS HUNTINGDON,https://www.phhealthcare.org/download/?id=14597,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Connellsville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.766Z,
390056,PENN HIGHLANDS HUNTINGDON,https://www.phhealthcare.org/download/?id=15371,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands DuBois,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:18.696Z,
390056,PENN HIGHLANDS HUNTINGDON,https://www.phhealthcare.org/download/?id=15372,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Elk,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.158Z,
390056,PENN HIGHLANDS HUNTINGDON,https://www.phhealthcare.org/download/?id=15375,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Tyrone,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.220Z,
390147,PENN HIGHLANDS MON VALLEY,https://www.phhealthcare.org/download/?id=14847,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Mon Valley,2026-09-09T01:46:00.038Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,1,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.214Z,
391307,PENN HIGHLANDS TYRONE,https://www.phhealthcare.org/download/?id=15375,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Tyrone,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,1,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.220Z,
391307,PENN HIGHLANDS TYRONE,https://www.phhealthcare.org/download/?id=15368,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Brookville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:10.726Z,
391307,PENN HIGHLANDS TYRONE,https://www.phhealthcare.org/download/?id=15370,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Clearfield,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.696Z,
391307,PENN HIGHLANDS TYRONE,https://www.phhealthcare.org/download/?id=14597,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Connellsville,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:11.766Z,
391307,PENN HIGHLANDS TYRONE,https://www.phhealthcare.org/download/?id=15371,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands DuBois,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:18.696Z,
391307,PENN HIGHLANDS TYRONE,https://www.phhealthcare.org/download/?id=15372,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Elk,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.158Z,
391307,PENN HIGHLANDS TYRONE,https://www.phhealthcare.org/download/?id=15373,https://www.phhealthcare.org/cms-hpt.txt,https://www.phhealthcare.org/patients-visitors/patient-billing-services,Penn Highlands Huntingdon,2026-09-09T01:46:00.122Z,f4228a4c568c733f22fc505df9023323776c81df7cce3348710a9095107aec10,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.150Z,
390116,SUBURBAN COMMUNITY HOSPITAL,https://suburbanbhc.org/wp-content/uploads/2026/09/910401_RoxboroughMemorialHospital_standardcharges.json,https://suburbanhosp.org/cms-hpt.txt,https://suburbanbhc.org/financial-assistance/,Suburban Behavioral Health Campus of Roxborough Memorial Hospital,2026-09-09T01:46:00.467Z,2928b296654a271ca8ed60a4d219769dd35cfb07ce4e7feb32415aa8591fc4f3,0.2653061224489796,206,json,Roxborough Memorial Hospital,Roxborough Memorial Hospital|Suburban Behavioral Health Campus of Roxborough Memorial Hospital,"5800 Ridge Avenue Philadelphia, PA  19128|2701 DeKalb Pike East Norriton, PA  19401",PA,mrf-header-identity-and-location-agree,,2026-09-01,3.0,date-within-365-days-version-3,2026-09-09T01:50:18.909Z,
390116,SUBURBAN COMMUNITY HOSPITAL,https://roxboroughmemorial.com/wp-content/uploads/2026/09/910401_RoxboroughMemorialHospital_standardcharges.json,https://suburbanhosp.org/cms-hpt.txt,https://roxboroughmemorial.com/patients-visitors/financial-assistance/,Roxborough Memorial Hospital,2026-09-09T01:46:00.467Z,2928b296654a271ca8ed60a4d219769dd35cfb07ce4e7feb32415aa8591fc4f3,0.18749999999999997,200,json,Roxborough Memorial Hospital,Roxborough Memorial Hospital|Suburban Behavioral Health Campus of Roxborough Memorial Hospital,"5800 Ridge Avenue Philadelphia, PA  19128|2701 DeKalb Pike East Norriton, PA  19401",PA,mrf-header-identity-and-location-agree,,2026-09-01,3.0,date-within-365-days-version-3,2026-09-09T01:50:20.132Z,
390272,VALLEY FORGE MEDICAL CENTER,https://cdn.prod.website-files.com/6684743004f3e45bc8afff2e/692f679ae69474d0c09a68b8_863012091_avenuesrecovery_valleyforge_standardcharges_v2_tall_filled_fixcode_clean_codetype.csv,https://cdn.prod.website-files.com/6684743004f3e45bc8afff2e/693883d6049ac7d72bb67020_cms-hpt.txt,https://www.vfmc.net/price-transparency,Avenues Recovery Medical Center at Valley Forge,2026-09-09T01:46:12.630Z,a52a418fa9014a650fd871cb5c5328b96bda6c6091498da4b0cc3a31b18afc21,0.5652173913043479,206,csv,Avenues Recovery Medical Center at Valley Forge,Avenues Recovery Medical Center at Valley Forge,"1033 W Germantown Pike, Norristown, PA 19403",PA,mrf-header-does-not-match-unresolved-roster,,2025-12-02,2.0.0,date-within-365-days-older-version,2026-09-09T01:50:20.724Z,
390146,WARREN GENERAL HOSPITAL,https://www.wgh.org/s/250965598_warren-general-hospital_standardcharges.csv,,https://www.wgh.org/price-transparency,Warren General Hospital Pricing,,,0,206,csv,Warren General Hospital ,Warren General Hospital ,2 Crescent Park West Warren PA 16365 ,PA,corroborated,file-name-and-address,2026-03-12,2.0.0,date-within-365-days-older-version,2026-09-09T01:50:20.821Z,
390146,WARREN GENERAL HOSPITAL,https://www.wgh.org/s/250965598_warren-general-hospital_standardcharges-8tly.csv,,https://www.wgh.org/price-transparency,Warren Medical Group Pricing,,,0,404,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:50:20.866Z,
390125,WAYNE MEMORIAL HOSPITAL,https://www.wmh.org/wp-content/uploads/2026/04/240798839_wayne-memorial-hospital_standardcharges.csv,,,,,,0,206,csv,Wayne Memorial Hospital ,Wayne Memorial Hospital ,601 Park St. Honesdale PA 18431 ,PA,corroborated,file-name-and-address,2026-03-11,2.0.0,date-within-365-days-older-version,2026-09-09T01:50:20.974Z,
400132,DOCTORS CENTER HOSPITAL  CAROLINA LLC,https://secure.claraprice.net/price-transparency/KXCB-1699383416708/machine-readable/660665951_doctors-center-hospital---manatí_standardcharges.json,,,,,,0,200,json,Doctors' Center Hospital - Manati,,,,mrf-header-has-no-license-state,,,,date-unverified,2026-09-09T01:50:21.129Z,
400006,DOCTORS' CENTER HOSPITAL SAN JUAN,https://secure.claraprice.net/price-transparency/EPCT-1699383596813/machine-readable/660686840_doctors-center-hospital---san-juan_standardcharges.json,,,,,,0,200,json,Doctors' Center Hospital - San Juan,,,,mrf-header-has-no-license-state,,,,date-unverified,2026-09-09T01:50:21.156Z,
400118,"DOCTORS' CENTER HOSPITAL, INC",https://secure.claraprice.net/price-transparency/KKXU-1699383282623/machine-readable/660874686_doctors-center-hospital---dorado_standardcharges.json,,,,,,0,200,json,Doctors' Center Hospital - Dorado,,,,mrf-header-has-no-license-state,,,,date-unverified,2026-09-09T01:50:21.530Z,
