ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,recorded_pointer_url,recorded_mrf_url,queue,next_action,evidence_file,evidence_key
440200,STONES RIVER HOSPITAL,TN,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,440200
440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,mrf-blocked-to-automation,pointer-or-domain-review,HTTP request deadline exceeded,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:23.566Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,440161
440061,VOLUNTEER COMMUNITY HOSPITAL,TN,no-cms-hpt-txt-published,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:12.991Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,440061
441320,WEST TENNESSEE HEALTHCARE BOLIVAR HOSPITAL,TN,no-cms-hpt-txt-published,metadata-or-pointer-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:12.991Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,441320
441316,WEST TENNESSEE HEALTHCARE CAMDEN HOSPITAL,TN,no-cms-hpt-txt-published,metadata-or-pointer-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:12.991Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,441316
440060,WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,TN,no-cms-hpt-txt-published,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:12.991Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,440060
440029,WILLIAMSON MEDICAL CENTER,TN,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://williamsonhealth.org/cms-hpt.txt,,,,,2026-09-09T01:46:13.182Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,440029
670321,ADVANCED DALLAS HOSPITALS AND CLINICS,TX,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://adhealthcare.com/cms-hpt.txt,https://hospitalpricetransparencyfiles.com/advanced-dallas-hospital-and-clinics/852671865_Advanced-Dallas-Hospital-and-Clinics-LLC_standardcharges.csv,2025-07-20,3.0.0,https://ezcost.info/advanceddallas,2026-09-09T01:50:32.575Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,670321
670135,"ALTUS HOUSTON HOSPITAL, LP",TX,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:13.163Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,670135
670056,ASCENSION  SETON HAYS,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,670056
451310,BALLINGER MEMORIAL HOSPITAL,TX,compliant-date-unverified,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://cdn.prod.website-files.com/5adf6cdd38b7220028f13ac3/67a0e64b708de2c840578fb1_cms-hpt.txt,,,,,2026-09-09T01:46:13.946Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,451310
670336,BANDERA FAMILY HOSPITAL,TX,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://fhsmc.com/price-transparency/cms-hpt-txt/?tmstv=1773081269,https://fhsmc.com/price-transparency/920323729_bandera-family-hospital_standardcharges.csv,2025-08-29,2.0.0,https://fhsmc.com/price-transparency/,2026-09-09T01:50:33.132Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,670336
670109,BAYTOWN MEDICAL CENTER LP,TX,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:13.163Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,670109
450253,BELLVILLE MEDICAL CENTER,TX,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.sjhsyr.org/sites/default/files/price-transparency/cms-hpt.txt,,,,,2026-09-09T01:46:13.589Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450253
450399,BROWNFIELD REGIONAL MEDICAL CENTER,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.brownfield-rmc.org/_functions/getCmsText,,,,,2026-09-09T01:46:14.606Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450399
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,TX,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://www.christushealth.org/cms-hpt.txt,,,,,2026-09-09T01:46:15.279Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,450237
670115,CLEVELAND EMERGENCY HOSPITAL,TX,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:13.970Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,670115
451384,COGDELL MEMORIAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://cogdellhospital.com/cms-hpt.txt,,,,,2026-09-09T01:46:14.008Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451384
451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,TX,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 202,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:14.413Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,451347
451355,COLLINGSWORTH GENERAL HOSPITAL,TX,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 202,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:14.560Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,451355
451379,CORYELL MEMORIAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://coryellhealth.org/cms-hpt.txt,,,,,2026-09-09T01:46:14.679Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451379
451353,CRANE COUNTY HOSPITAL DISTRICT,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.cranememorial.org/cms-hpt.txt,,,,,2026-09-09T01:46:14.683Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451353
670090,CRESCENT MEDICAL CENTER LANCASTER,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://crescentregionalhospital.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.013Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,670090
451338,CULBERSON HOSPITAL,TX,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 202,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:15.084Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,451338
451390,DIMMIT REGIONAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.dimmitregionalhospital.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.252Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451390
453321,DRISCOLL CHILDREN'S HOSPITAL RIO GRANDE VALLEY,TX,old-template-version,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://driscollchildrens.org/cms-hpt.txt,,,,,2026-09-09T01:46:15.128Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,453321
453301,DRISCOLL CHILDRENS HOSPITAL,TX,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://driscollchildrens.org/cms-hpt.txt,https://driscollchildrens.org/wp-content/uploads/742577746-1548286172_Driscoll-Childrens-Hospital_standardcharges.csv,2025-10-06,2.0.0,https://driscollchildrens.org/patients/resources/price-transparency/,2026-09-09T01:50:43.266Z,,,Publisher metadata review,Review the draft against the saved header and current CMS data dictionary; request the current file or clarification.,file-evidence.csv,453301
671303,EASTLAND MEMORIAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.eastlandmemorial.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.367Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,671303
450833,ENNIS REGIONAL MEDICAL CENTER,TX,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 406,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:15.048Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450833
450241,FAITH COMMUNITY HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://fchtexas.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.112Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450241
451391,FRIO REGIONAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://frioregionalhospital.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.106Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451391
454129,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,TX,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://auroraarizona.com/cms-hpt.txt,https://www.georgetownbehavioral.com/sites/default/files/462465087_Georgetown%20Behavioral%20Insitute_Standardcharges.csv,2024-10-16,2.0.0,https://www.georgetownbehavioral.com/standard-services,2026-09-09T01:50:43.442Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,454129
450451,GLEN ROSE MEDICAL CENTER,TX,compliant-date-unverified,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://glenrosemedicalcenter.com/wp-content/uploads/2024/12/cms-hpt.txt,,,,,2026-09-09T01:46:15.204Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,450451
671300,GRAHAM REGIONAL MEDICAL CENTER,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://3a8fe0be-6bd3-4fb3-8ed2-9c9666b2b893.usrfiles.com/ugd/3a8fe0_de920787b0134273a40628d34dff9fb1.txt,,,,,2026-09-09T01:46:15.450Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,671300
454076,HARRIS COUNTY PSYCHIATRIC CENTER,TX,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:15.513Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,454076
450155,HEREFORD REGIONAL MEDICAL CENTER,TX,pointer-lists-no-mrf-url,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:15.327Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450155
451395,HILL REGIONAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://hillregionalhospital.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.468Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451395
450347,HUNTSVILLE MEMORIAL HOSPITAL,TX,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 202,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:15.351Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450347
450698,LAMB HEALTHCARE CENTER,TX,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:47.654Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450698
450107,LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,TX,not-assessed-not-named-in-file,pointer-or-domain-review,HTTP request deadline exceeded,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:25.755Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450107
451375,LIBERTY DAYTON REGIONAL MEDICAL CENTER,TX,compliant-date-unverified,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://libertydaytonrmc.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.528Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,451375
450465,MATAGORDA REGIONAL MEDICAL CENTER,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://matagordaregional.org/cms-hpt.txt,,,,,2026-09-09T01:46:15.772Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450465
451309,MC CAMEY HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://mccameyhospital.org/cms-hpt.txt,,,,,2026-09-09T01:46:15.478Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451309
450489,MEDICAL ARTS HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://medicalartshospital.org/cms-hpt.txt,,,,,2026-09-09T01:46:15.812Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450489
454161,MEDICAL CITY MENTAL HEALTH AND WELLNESS CENTER,TX,mrf-stale-over-365-days,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.medicalcityhealthcare.com/cms-hpt.txt,,,,,2026-09-09T01:46:24.854Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,454161
450235,MEMORIAL HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:15.628Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450235
451358,MEMORIAL HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:15.628Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,451358
451386,MEMORIAL HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:15.628Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,451386
451396,MID COAST MEDICAL CENTER - CENTRAL,TX,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.bswhealth.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.834Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451396
450133,MIDLAND MEMORIAL HOSPITAL,TX,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://www.midlandhealth.org/cms-hpt.txt,,,,,2026-09-09T01:46:15.795Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,450133
451335,MUENSTER MEMORIAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://muensterhospital.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.638Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451335
451372,MULESHOE AREA MEDICAL CENTER,TX,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 202,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:16.049Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,451372
450508,NACOGDOCHES MEMORIAL HOSPITAL,TX,compliant-date-unverified,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://nacmem.org/cms-hpt.txt,,,,,2026-09-09T01:46:15.776Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,450508
450641,NOCONA GENERAL HOSPITAL,TX,old-template-version,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://noconageneral.com/cms-hpt.txt,,,,,2026-09-09T01:46:15.942Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,450641
450090,NORTH TEXAS MEDICAL CENTER,TX,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 202,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:16.066Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450090
450209,NORTHWEST TEXAS HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:15.960Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450209
451359,OCHILTREE GENERAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.ochiltreehospital.com/cms-hpt.txt,,,,,2026-09-09T01:46:16.615Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451359
450747,PALESTINE REGIONAL MEDICAL CENTER,TX,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 406,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:16.090Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450747
450196,PARIS REGIONAL MEDICAL CENTER,TX,compliant-date-unverified,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:16.653Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450196
451334,PARKVIEW HOSPITAL,TX,compliant-date-unverified,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://parkviewhosp.org/cms-hpt.txt,,,,,2026-09-09T01:46:16.166Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,451334
450400,PARKVIEW REGIONAL HOSPITAL,TX,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 406,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:16.246Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450400
450834,"PHYSICIANS CENTRE,THE",TX,not-assessed-site-unreachable,pointer-or-domain-review,HTTP request timeout,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:16.468Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450834
451350,PLAINS MEMORIAL HOSPITAL,TX,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:16.349Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,451350
451312,RICE MEDICAL CENTER,TX,old-template-version,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://irp.cdn-website.com/1a9a1f05/files/uploaded/cms-hpt-updated.txt,,,,,2026-09-09T01:46:16.678Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,451312
450055,ROLLING PLAINS MEMORIAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:26.591Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450055
451361,SABINE COUNTY HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 202,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:16.763Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,451361
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,TX,old-template-version,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:26.767Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,454132
450653,SCENIC MOUNTAIN MEDICAL CENTER,TX,not-assessed-not-named-in-file,pointer-or-domain-review,HTTP request deadline exceeded,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:26.622Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450653
450035,ST JOSEPH MEDICAL CENTER,TX,mrf-stale-over-365-days,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:26.626Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450035
670314,ST MICHAELS MEDICAL HOSPITAL LLC,TX,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:26.652Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,670314
450860,SUGAR LAND SURGICAL HOSPITAL LLP,TX,not-assessed-not-named-in-file,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:26.699Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450860
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,mrf-url-unreachable,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:26.760Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450831
