ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,previous_status,methods,blocker,blocker_details,browser_observation,next_action
381301,PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER,OR,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:16:09.747Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"HTTP 403 at https://peacehealth.org/cms-hpt.txt | HTTP 403 at https://peacehealth.org/.well-known/cms-hpt.txt | HTTP 403 at https://peacehealth.org/ | curl: (28) Resolving timed out after 8002 milliseconds
 at https://www.peacehealth.org/cms-hpt.txt",,Continue bounded browser or official-domain discovery
381316,PEACE HARBOR MEDICAL CENTER,OR,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:16:09.747Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"HTTP 403 at https://peacehealth.org/cms-hpt.txt | HTTP 403 at https://peacehealth.org/.well-known/cms-hpt.txt | HTTP 403 at https://peacehealth.org/ | curl: (28) Resolving timed out after 8002 milliseconds
 at https://www.peacehealth.org/cms-hpt.txt",,Continue bounded browser or official-domain discovery
384008,OREGON STATE HOSPITAL DISTINCT PART,OR,not-assessed-site-unreachable,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:23.078Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 404 at https://oregon.gov/cms-hpt.txt | HTTP 500 at https://oregon.gov/.well-known/cms-hpt.txt | HTTP 206 at https://oregon.gov/ | HTTP 404 at https://www.oregon.gov/cms-hpt.txt#top | HTTP 404 at https://www.oregon.gov/cms-hpt.txt,,Continue bounded browser or official-domain discovery
390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,PA,not-assessed-not-named-in-file,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://www.lvhn.org/sites/default/files/2026-03/cms-hpt.txt,,,,,2026-09-09T02:20:23.127Z,pointer-or-domain-review,native|curl,facility-identity-or-metadata-unresolved,"mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | mrf-header-name-without-location | curl: (28) Resolving timed out after 8014 milliseconds
 | metadata-incomplete-or-request-failed | request timeout",,Compare facility identity and inspect unparsed metadata
390137,WILKES-BARRE GENERAL HOSPITAL,PA,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,corroborated,response received,date-over-365-days,,https://commonwealthhealth.net/wp-content/uploads/sheets/263632648_wilkes-barre-general-hospital_standardcharges.csv,2024-12-01,2.0.0,,2026-09-09T02:31:33.350Z,pointer-or-domain-review,native|curl,official-pointer-or-metadata-unresolved,"mrf-header-name-without-location | curl: (28) Resolving timed out after 8013 milliseconds
 | metadata-incomplete-or-request-failed | request timeout",,Resolve official pointer linkage or conflicting metadata
390180,CROZER CHESTER MEDICAL CENTER,PA,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:23.192Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 404 at https://crozerhealth.org/cms-hpt.txt | HTTP 404 at https://crozerhealth.org/.well-known/cms-hpt.txt | HTTP 206 at https://crozerhealth.org/ | HTTP 206 at https://crozerhealth.org/financial-resources/ | HTTP 404 at https://www.crozerhealth.org/financial-resources/no-surprise-act/ | HTTP 206 at https://www.crozerhealth.org/financial-resources/financial-assistance/ | HTTP 206 at https://www.crozerhealth.org/financial-resources/hospital-price-transparency/ | HTTP 200 at https://www.crozer.org/patients-visitors/policies/financial-assistance-policy/financial-assistance-policy-complete/ | HTTP 404 at https://www.crozerhealth.org/cms-hpt.txt,,Continue bounded browser or official-domain discovery
390211,SHARON REGIONAL MEDICAL CENTER,PA,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:20:23.305Z,pointer-or-domain-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
390237,REGIONAL HOSPITAL OF SCRANTON,PA,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:20:24.035Z,pointer-or-domain-review,native|curl,facility-identity-or-metadata-unresolved,"mrf-header-name-without-location | curl: (28) Resolving timed out after 8013 milliseconds
 | metadata-incomplete-or-request-failed | request timeout | header-matches-other-roster-hospital",,Compare facility identity and inspect unparsed metadata
390278,EAGLEVILLE HOSPITAL,PA,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:23.698Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | request timeout | HTTP 404,,Continue bounded browser or official-domain discovery
390307,EDGEWOOD SURGICAL HOSPITAL,PA,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:25.834Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 404 at https://edgewoodsurgical.com/cms-hpt.txt | HTTP 404 at https://edgewoodsurgical.com/.well-known/cms-hpt.txt | HTTP 200 at https://edgewoodsurgical.com/ | HTTP 404 at https://edgewoodsurgical.com/cms-hpt.txt# | HTTP 200 at https://drive.google.com/file/d/1oINGlpvPtLAz7RScXHi9DSSvMY__R8YZ/view?usp=sharing | HTTP 404 at https://edgewoodsurgical.com/cms-hpt.txt#top | HTTP 404 at https://edgewoodsurgical.com/.well-known/cms-hpt.txt# | HTTP 404 at https://edgewoodsurgical.com/.well-known/cms-hpt.txt#top | HTTP 404 at https://www.edgewoodsurgical.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
390316,SURGICAL INSTITUTE OF READING,PA,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:24.584Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://sireading.com/cms-hpt.txt | HTTP 403 at https://sireading.com/.well-known/cms-hpt.txt | HTTP 403 at https://sireading.com/ | HTTP 403 at https://www.sireading.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
391309,BARNES-KASSON COUNTY HOSPITAL,PA,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:52.841Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"curl: (28) Connection timed out after 8002 milliseconds
 at https://barnes-kasson.org/cms-hpt.txt | curl: (28) Connection timed out after 8003 milliseconds
 at https://barnes-kasson.org/.well-known/cms-hpt.txt | curl: (28) Resolving timed out after 8007 milliseconds
 at https://barnes-kasson.org/ | curl: (28) Resolving timed out after 8005 milliseconds
 at https://www.barnes-kasson.org/cms-hpt.txt",,Continue bounded browser or official-domain discovery
394027,FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,PA,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:25.864Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://fairmountbhs.com/cms-hpt.txt | HTTP 403 at https://fairmountbhs.com/.well-known/cms-hpt.txt | HTTP 403 at https://fairmountbhs.com/ | HTTP 403 at https://www.fairmountbhs.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
394034,HORSHAM CLINIC,PA,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:26.428Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://horshamclinic.com/cms-hpt.txt | HTTP 403 at https://horshamclinic.com/.well-known/cms-hpt.txt | HTTP 403 at https://horshamclinic.com/ | HTTP 403 at https://www.horshamclinic.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
394040,MEADOWS PSYCHIATRIC CENTER,PA,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:32.672Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://themeadows.net/cms-hpt.txt | HTTP 403 at https://themeadows.net/.well-known/cms-hpt.txt | HTTP 403 at https://themeadows.net/ | HTTP 403 at https://www.themeadows.net/cms-hpt.txt,,Continue bounded browser or official-domain discovery
394043,CLARION PSYCHIATRIC CENTER,PA,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:32.745Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://clarioncenter.com/cms-hpt.txt | HTTP 403 at https://clarioncenter.com/.well-known/cms-hpt.txt | HTTP 403 at https://clarioncenter.com/ | HTTP 403 at https://www.clarioncenter.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
394049,BROOKE GLEN BEHAVIORAL HOSPITAL,PA,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.078Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://brookeglenhospital.com/cms-hpt.txt | HTTP 403 at https://brookeglenhospital.com/.well-known/cms-hpt.txt | HTTP 403 at https://brookeglenhospital.com/ | HTTP 403 at https://www.brookeglenhospital.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
394050,ROXBURY TREATMENT CENTER,PA,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.205Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://roxburyhospital.com/cms-hpt.txt | HTTP 403 at https://roxburyhospital.com/.well-known/cms-hpt.txt | HTTP 403 at https://roxburyhospital.com/ | HTTP 403 at https://www.roxburyhospital.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
394057,MALVERN BEHAVIORAL HEALTH,PA,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.716Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 404 at https://malvernbh.com/cms-hpt.txt | HTTP 404 at https://malvernbh.com/.well-known/cms-hpt.txt | HTTP 200 at https://malvernbh.com/ | HTTP 404 at https://www.malvernbh.com/cms-hpt.txt# | HTTP 404 at https://www.malvernbh.com/.well-known/cms-hpt.txt# | HTTP 404 at https://www.malvernbh.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
400003,HOSPITAL METROPOLITANO DR PILA,PR,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.497Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"HTTP 202 at https://hmdrpila.com/cms-hpt.txt | HTTP 202 at https://hmdrpila.com/.well-known/cms-hpt.txt | HTTP 202 at https://hmdrpila.com/ | curl: (28) Resolving timed out after 8013 milliseconds
 at https://www.hmdrpila.com/cms-hpt.txt",,Continue bounded browser or official-domain discovery
400019,HOSPITAL PAVIA SANTURCE,PR,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.542Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://hospitalpaviapr.com/cms-hpt.txt | HTTP 202 at https://hospitalpaviapr.com/.well-known/cms-hpt.txt | HTTP 202 at https://hospitalpaviapr.com/ | HTTP 202 at https://www.hospitalpaviapr.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
400102,DOCTORS' CENTER BAYAMON,PR,not-assessed-not-named-in-file,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://www.doctorscenterhospital.com/cms-hpt.txt,,,,,2026-09-09T02:13:33.414Z,pointer-or-domain-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
400106,METROPOLITAN HOSPITAL,PR,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.579Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://hospitalmetropolitanopr.com/cms-hpt.txt | HTTP 202 at https://hospitalmetropolitanopr.com/.well-known/cms-hpt.txt | HTTP 202 at https://hospitalmetropolitanopr.com/ | HTTP 202 at https://www.hospitalmetropolitanopr.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
400110,HOSPITAL PAVIA YAUCO,PR,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.584Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://hospitalpaviayauco.com/cms-hpt.txt | HTTP 202 at https://hospitalpaviayauco.com/.well-known/cms-hpt.txt | HTTP 202 at https://hospitalpaviayauco.com/ | HTTP 202 at https://www.hospitalpaviayauco.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
400117,HOSPITAL METROPOLITANO  DR SUSONI,PR,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.659Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://hospitaldrsusoni.com/cms-hpt.txt | HTTP 202 at https://hospitaldrsusoni.com/.well-known/cms-hpt.txt | HTTP 202 at https://hospitaldrsusoni.com/ | HTTP 202 at https://www.hospitaldrsusoni.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
400123,HOSPITAL PEREA,PR,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.746Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://hospitalperea.com/cms-hpt.txt | HTTP 202 at https://hospitalperea.com/.well-known/cms-hpt.txt | HTTP 202 at https://hospitalperea.com/ | HTTP 202 at https://www.hospitalperea.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
400128,"HOSPITAL PAVIA HATO REY, INC",PR,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.542Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://hospitalpaviapr.com/cms-hpt.txt | HTTP 202 at https://hospitalpaviapr.com/.well-known/cms-hpt.txt | HTTP 202 at https://hospitalpaviapr.com/ | HTTP 202 at https://www.hospitalpaviapr.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
400130,HOSPITAL METROPOLITANO DE LA MONTANA,PR,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.905Z,pointer-or-domain-review,native|glm-5.3-flash|web-search-verification,retrieval-or-domain-unresolved,HTTP 202 at https://hospitalmetroutuado.com/cms-hpt.txt | HTTP 202 at https://hospitalmetroutuado.com/.well-known/cms-hpt.txt | HTTP 202 at https://hospitalmetroutuado.com/ | HTTP 202 at https://www.hospitalmetroutuado.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
404007,HOSPITAL METROPOLITANO  PSIQUIATRICO DE CABO ROJO,PR,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.947Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://hospitalmetrocaborojo.com/cms-hpt.txt | HTTP 202 at https://hospitalmetrocaborojo.com/.well-known/cms-hpt.txt | HTTP 202 at https://hospitalmetrocaborojo.com/ | HTTP 202 at https://www.hospitalmetrocaborojo.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,SC,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.830Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 406 at https://cprmc.com/cms-hpt.txt | HTTP 406 at https://cprmc.com/.well-known/cms-hpt.txt | HTTP 406 at https://cprmc.com/ | HTTP 406 at https://www.cprmc.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
420082,AIKEN REGIONAL MEDICAL CENTER,SC,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.876Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://aikenregional.com/cms-hpt.txt | HTTP 403 at https://aikenregional.com/.well-known/cms-hpt.txt | HTTP 403 at https://aikenregional.com/ | HTTP 403 at https://www.aikenregional.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
420104,MOUNT PLEASANT HOSPITAL,SC,not-assessed-not-named-in-file,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:33.892Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://www.rsfh.com/cms-hpt.txt | HTTP 403 at https://rsfh.com/cms-hpt.txt | HTTP 403 at https://rsfh.com/.well-known/cms-hpt.txt | HTTP 403 at https://rsfh.com/,,Continue bounded browser or official-domain discovery
430012,AVERA SACRED HEART HOSPITAL,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
430014,AVERA ST LUKES,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
430015,AVERA ST MARY'S HOSPITAL,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
430779,LANDMANN JUNGMAN MEMORIAL HOSPITAL CORPORATION,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431300,MADISON REGIONAL HEALTH SYSTEM,SD,no-cms-hpt-txt-published,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:54.445Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"curl: (28) Connection timed out after 8010 milliseconds
 at https://madisonregionalhealth.org/cms-hpt.txt | curl: (28) Connection timed out after 8010 milliseconds
 at https://madisonregionalhealth.org/.well-known/cms-hpt.txt | curl: (28) Connection timed out after 8010 milliseconds
 at https://madisonregionalhealth.org/ | curl: (28) Connection timed out after 8009 milliseconds
 at https://www.madisonregionalhealth.org/cms-hpt.txt",,Continue bounded browser or official-domain discovery
431302,AVERA MISSOURI RIVER HEALTH CENTER,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431306,PLATTE HEALTH CENTER,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431308,EUREKA COMMUNITY HEALTH SERVICES - CAH,SD,not-assessed-not-named-in-file,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,HTTP 403 at https://avera.org/cms-hpt.txt | HTTP 403 at https://avera.org/.well-known/cms-hpt.txt | HTTP 403 at https://avera.org/ | HTTP 403 at https://www.avera.org/cms-hpt.txt,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431310,AVERA FLANDREAU HOSPITAL - CAH,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431312,MARSHALL COUNTY HEALTHCARE CENTER - CAH,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431313,FREEMAN MEDICAL CENTER - CAH,SD,not-assessed-not-named-in-file,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,HTTP 403 at https://avera.org/cms-hpt.txt | HTTP 403 at https://avera.org/.well-known/cms-hpt.txt | HTTP 403 at https://avera.org/ | HTTP 403 at https://www.avera.org/cms-hpt.txt,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431315,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431316,COMMUNITY MEMORIAL HOSPITAL,SD,mrf-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431318,BOWDLE HOSPITAL - CAH,SD,not-assessed-not-named-in-file,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,HTTP 403 at https://avera.org/cms-hpt.txt | HTTP 403 at https://avera.org/.well-known/cms-hpt.txt | HTTP 403 at https://avera.org/ | HTTP 403 at https://www.avera.org/cms-hpt.txt,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431326,MILBANK AREA HOSPITAL/AVERA HEALTH,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431327,ST MICHAEL'S HOSPITAL - CAH,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431330,AVERA ST BENEDICT HEALTH CENTER - CAH,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431331,AVERA DELLS AREA HOSPITAL  - CAH,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431332,AVERA DE SMET MEMORIAL HOSPITAL - CAH,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
